id,department,number,credits,name,prerequisites,description
130,CSCI,4950,(2-4),) Senior Thesis,"Requisites: Requires a prerequisite or corequisite course of CSCI 3100 (minimum grade C-). Restricted to students with 87-180 credits (Senior, Fifth Year Senior).","Provides an opportunity for senior computer science majors to conduct exploratory research in computer science. Department enforced restriction, successful completion of a minimum of 36 credit hours of Computer Science coursework and WRTG 3030. May be repeated up to 8 total credit hours. Requisites: Requires a prerequisite or corequisite course of CSCI 3100 (minimum grade C-). Restricted to students with 87-180 credits (Senior, Fifth Year Senior)."
131,CSCI,4960,(2-4),) Computer Science Honors Thesis,"Requisites: Restricted to students with 87-180 credits (Senior, Fifth Year Senior).","Provides an opportunity for senior Computer Science majors to complete an honors thesis by conducting exploratory research in computer science. Department enforced requisites: successful completion of a minimum of 36 credit hours of Computer Science Foundation, Track Foundation, Track Core and Computer Science electives and a writing requirement. May be repeated up to 8 total credit hours. Requisites: Restricted to students with 87-180 credits (Senior, Fifth Year Senior)."
146,CSCI,1300,(4),) Computer Science 1: Starting Computing,Requisites: Requires a prerequisite or corequisite course of MATH 1300 or MATH 1310 or APPM 1345 or APPM 1350 (all minimum grade C-).,Teaches techniques for writing computer programs in higher level programming languages to solve problems of interest in a range of application domains. This class is intended for students with little to no experience in computing or programming. Credit not granted for this class and CSCI 1310 or CSCI 1320 or ECEN 1310. Requisites: Requires a prerequisite or corequisite course of MATH 1300 or MATH 1310 or APPM 1345 or APPM 1350 (all minimum grade C-).
132,CSCI,5622,(3),) Machine Learning,Requisites: Requires prerequisite courses of CSCI 2400 and CSCI 3104 (all minimum grade C). Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Trains students to build computer systems that learn from experience. Includes the three main subfields: supervised learning, reinforcement learning and unsupervised learning. Emphasizes practical and theoretical understanding of the most widely used algorithms (neural networks, decision trees, support vector machines, Q-learning). Covers connections to data mining and statistical modeling. A strong foundation in probability, statistics, multivariate calculus, and linear algebra is highly recommended. Requisites: Requires prerequisite courses of CSCI 2400 and CSCI 3104 (all minimum grade C). Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
133,CSCI,5636,(3),) Numerical Solution of Partial Differential Equations,Requisites: Requires prerequisite course of CSCI 5606 (minimum grade B). Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.only.,"Focuses on finite difference solution for partial differential equations, methods of SoR, ADI, conjugate gradients, finite element method, nonlinear problems, and applications. Requisites: Requires prerequisite course of CSCI 5606 (minimum grade B). Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.only."
134,CSCI,6402,(3),) Issues and Methods in Cognitive Science,Requisites: Restricted to graduate students only.,"Interdisciplinary introduction to cognitive science, examining ideas from cognitive psychology, philosophy, education, and linguistics via computational modeling and psychological experimentation. Includes philosophy of mind; learning; categorization; vision and mental imagery; consciousness; problem solving; decision making, and game-theory; language processing; connectionism. Department enforced prereqs., graduate standing or at least one course at the 3000-level or higher in Computer Science, Linguistics, Philosophy or Psychology. No background in Computer Science will be presumed. Same as EDUC 6504, LING 6200, PHIL 6310, and PSYC 6200. Requisites: Restricted to graduate students only."
135,CSCI,1000,(1),) Computer Science as a Field of Work and Study,"Requisites: Restricted to students with 0-26 credits (Freshmen) Computer Science (CSEN-BS, CSEN-ADL, CSCI-BA or CSCI-ADL) majors only.","Introduces curriculum, learning techniques, time management and career opportunities in Computer Science. Includes presentations from alumni and others with relevant educational and professional experience.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              Requisites: Restricted to students with 0-26 credits (Freshmen) Computer Science (CSEN-BS, CSEN-ADL, CSCI-BA or CSCI-ADL) majors only."
136,CSCI,5135,(3),) Computer-Aided Verification,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Covers two-level and multilevel minimization, optimization via expert systems, algebraic and Boolean decomposition, layout methodologies, state assignment, encoding and minimization, silicon compilation. Recommended prereqs., ECEN 2703 and general proficiency in discrete mathematics and programming. Same as ECEN 5139. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
137,CSCI,5229,(3),) Computer Graphics,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Studies design, analysis, and implementation of computer graphics techniques. Topics include interactive techniques, 2D and 3D viewing, clipping, segmentation, translation, rotation, and projection. Also involves removal of hidden edges, shading, and color.  Knowledge of basic linear algebra is required.  Same as CSCI 4229. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
138,CSCI,5646,(3),) Numerical Linear Algebra,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Offers direct and iterative solutions of linear systems. Also covers eigen value and eigenvector calculations, error analysis, and reduction by orthogonal transformation. A sound knowledge of basic linear algebra, experience with numerical computation, and programming experience is required. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
139,CSCI,5654,(3),) Linear Programming,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Presents algorithms, simplex, and modifications. Examines theory---duality and complementary slackness. Involves network flow algorithms. Introduces integer programming. Department enforced prereq., linear algebra. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
140,CSCI,6454,(3),) Advanced Algorithms,Requisites: Requires prerequisite course of CSCI 5454 (minimum grade B). Restricted to graduate students only.,"Topics include matching and network flows, matroids, computational geometry, parallel computation (PRAM, hypercube, mesh). Also includes Vlsi, database theory, distributed computation, cryptography, robotics, scheduling, probabilistic algorithms, approximation algorithms, average case, and amortized analysis, time permitting. Requisites: Requires prerequisite course of CSCI 5454 (minimum grade B). Restricted to graduate students only."
141,CSCI,6622,(3),) Advanced Machine Learning,Requisites: Restricted to graduate students only.,"Covers advanced theoretical and practical topics in machine learning and latest developments in the field. Students conduct original research, either applied or theoretical, and present their results. Recommended prereq., CSCI 5622 or instructor consent required. Requisites: Restricted to graduate students only."
142,CSCI,6676,(3),) Numerical Methods for Unconstrained Optimization,Requisites: Requires prerequisite course of CSCI 5606 (minimum grade B). Restricted to graduate students only.,"Looks at modern computational methods for solution of unconstrained optimization problems, nonlinear leastsquares, and systems of nonlinear equations. Techniques for building algorithms to solve problems with special structure. Requisites: Requires prerequisite course of CSCI 5606 (minimum grade B). Restricted to graduate students only."
143,CSCI,4113,(3),) Unix System Administration,Requisites: Requires prerequisite course of CSCI 2400 (minimum grade C-).,"Introduces UNIX (Linux) system administration and related topics, including trouble-shooting system and network problems, hardware and software configuration and installation, basic scripting, and security aspects of Internet hosts. Students build a Linux server from the ground up, using provided computing resources, and must maintain and secure the server themselves.  Recommended prereq., CSCI 3308. Requisites: Requires prerequisite course of CSCI 2400 (minimum grade C-)."
144,CSCI,1220,(4),) Virtual Worlds: An Introduction to Computer Science,,
145,CSCI,1240,(3),) The Computational World,,
147,CSCI,5239,(3),) Advanced Computer Graphics,Requisites: Requires prerequisite course of CSCI 5229 (minimum grade B). Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Studies design, analysis and implementation of advanced computer graphics techniques. Topics include shaders, using the GPU for high performance computing, graphics programming on embedded devices such as mobile phones; advanced graphics techniques such as ray tracing. Same as CSCI 4239. Requisites: Requires prerequisite course of CSCI 5229 (minimum grade B). Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
148,CSCI,5250,(3),) Computer Science: the Canon,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Explores the ""great works"" of computer science through intensive reading and discussion. Readings include works by Babbage, Turing, Von Neumann, Goedel, Shannon and Minsky, among others. CSCI 5250 does not count toward breadth requirement for Computer Science MS/ME degree. Same as CSCI 4250. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
149,CSCI,5673,(3),) Distributed Systems,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Examines systems that span multiple autonomous computers. Topics include system structuring techniques, scalability, heterogeneity, fault tolerance, load sharing, distributed file and information systems, naming, directory services, resource discovery, resource and network management, security, privacy, ethics, and social issues. Recommended prereqs., CSCI 5573 or a course in computer networks. Same as ECEN 5673. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
150,CSCI,5714,(3),) Formal Languages,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Explores context-free languages: pumping lemma and variants, closure properties, and decision properties. Involves parsing algorithms, including general and special languages, e.g., LR. Additional topics chosen by instructor. Recommended prereq., CSCI 5444 or instructor consent required. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
151,CSCI,6686,(3),) Numerical Methods for Constrained Optimization,Requisites: Requires prerequisite course of CSCI 5606 (minimum grade B). Restricted to graduate students only.,"Covers computational methods for constrained optimization. Topics include basic theory, methods for quadratic programming, active set strategies for linear constraints, and penalty and successive quadratic programming methods for nonlinearly constrained problems. Requisites: Requires prerequisite course of CSCI 5606 (minimum grade B). Restricted to graduate students only."
152,CSCI,6800,(1-6),) Master of Engineering Project,Requisites: Restricted to graduate student Computer Sciences (CSEN) students only.,"Students seeking the master of engineering degree must complete a creative investigation project, including a written report, supervised by a member of the graduate faculty. Department enforced prereq., completion of 21 hours towards the ME degree. Requisites: Restricted to graduate student Computer Sciences (CSEN) students only."
153,CSCI,4229,(3),) Computer Graphics,Requisites: Requires prerequisite course of CSCI 2270 (minimum grade C-).,"Studies design, analysis, and implementation of computer graphics techniques. Topics include interactive techniques, 2D and 3D viewing, clipping, segmentation, translation, rotation, and projection. Also involves removal of hidden edges, shading, and color.  Knowledge of basic linear algebra is required.  Same as CSCI 5229. Requisites: Requires prerequisite course of CSCI 2270 (minimum grade C-)."
154,CSCI,4239,(3),) Advanced Computer Graphics,Requisites: Requires prerequisite course of CSCI 4229 (minimum grade C-).,"Studies design, analysis and implementation of advanced computer graphics techniques. Topics include shaders, using the GPU for high performance computing, graphics programming on embedded devices such as mobile phones; advanced graphics techniques such as ray tracing. Same as CSCI 5239. Requisites: Requires prerequisite course of CSCI 4229 (minimum grade C-)."
155,CSCI,1310,(4),) Computer Science 1: Starting Computing - Experienced,Requisites: Requires a prerequisite or corequisite course of MATH 1300 or MATH 1310 or APPM 1345 or APPM 1350 (all minimum grade C-).,"Intended for students with some prior experience in programming and basic knowledge of variables, conditionals, and loops. Teaches techniques for writing computer programs in higher level programming languages to solve problems of interest in a range of application domains. Credit not granted for this course and CSCI 1300  or CSCI 1320 or ECEN 1310. Requisites: Requires a prerequisite or corequisite course of MATH 1300 or MATH 1310 or APPM 1345 or APPM 1350 (all minimum grade C-)."
156,CSCI,1320,(4),) Computer Science 1: Starting Computing-Engineering Applications,Requisites: Requires a prerequisite or corequisite course of MATH 1300 or MATH 1310 or APPM 1345 or APPM 1350 (all minimum grade C-). Restricted to College of Engineering or Computer Science (CSEN) or Pre-Engineering Arts and Science (PREN) majors only.,"Intended for students with no prior experience in programming. Class outcomes and goals are identical to CSCI 1300, but uses problems and tools from Engineering. Teaching techniques for writing computer programs in higher level programming languages to solve problems of interest in Engineering and other domains. Credit not granted for this course and CSCI 1300 or CSCI 1310 or ECEN 1310. Requisites: Requires a prerequisite or corequisite course of MATH 1300 or MATH 1310 or APPM 1345 or APPM 1350 (all minimum grade C-). Restricted to College of Engineering or Computer Science (CSEN) or Pre-Engineering Arts and Science (PREN) majors only."
157,CSCI,5253,(3),") Datacenter Scale Computing - Methods, Systems and Techniques",Requisites: Restricted to graduate student Computer Sciences (CSEN) students only.,"Covers the primary problem solving strategies, methods and tools needed for data-intensive programs using large collections of computers typically called ""warehouse scale"" or ""data-center scale"" computers. The course examines methods and algorithms for processing data-intensive applications, methods for deploying and managing large collections of computers in an on-demand infrastructure and issues of large-scale computer system design. Recommended prerequisite: CSCI 4273/5273. Same as CSCI 4253. Requisites: Restricted to graduate student Computer Sciences (CSEN) students only."
171,CSCI,5817,(3),) Database Systems,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Provides an advanced treatment of basic database concepts. Recommended prereqs., CSCI 3287 and 3753. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
172,CSCI,6950,(1-6),) Master's Thesis,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.
158,CSCI,5254,(3),) Convex Optimization and Its Applications,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Discuss basic convex analysis (convex sets, functions and optimization problems), optimization theory (linear, quadratic, semidefinite and geometric programming; optimality conditions and duality theory), some optimization algorithms (descent methods and interior-point methods), basic applications (in signal processing, control, communications, networks, statistics, machine learning, circuit design and mechanical engineering, etc.), and some advanced topics (distributed decomposition, exact convex relaxation, parsimonious recovery). Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
159,CSCI,5722,(3),) Computer Vision,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Explores algorithms that can extract information about the world from images or sequences of images. Topics covered include: imaging models and camera calibration, early vision (filters, edges, texture, stereo, optical flow), mid-level vision (segmentation, tracking), vision-based control, and object recognition. Recommended prereq., probability, multivariate calculus, and linear algebra. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
160,CSCI,5753,(3),) Computer Performance Modeling,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Presents a broad range of system measurement and modeling techniques, emphasizing applications to computer systems. Topics include system measurement, work load characterization, and analysis of data; design of experiments; simulation; and queuing theory and queuing network models. Same as CSCI 4753. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
161,CSCI,6810,(1),) Seminar in Computational Biology,,
162,CSCI,6940,(1),) Master's Degree Candidacy,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,For students who need to be registered for the purpose of taking the master's comprehensive exam and who are not otherwise registered. Credit does not count toward degree requirements. Graded on a pass/fail basis.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.
163,CSCI,4250,(3),) Computer Science: the Canon,Requisites: Restricted to students with 57-180 credits (Juniors or Seniors).,"Explores the ""great works"" of computer science through intensive reading and discussion. Readings include works by Babbage, Turing, Von Neumann, Goedel, Shannon and Minsky, among others. Same as CSCI 5250. Requisites: Restricted to students with 57-180 credits (Juniors or Seniors)."
164,CSCI,4253,(3),") Datacenter Scale Computing - Methods, Systems and Techniques",Requisites: Requires prerequisite course of CSCI 3753 (minimum grade C). Restricted to students with 57-180 credits (Juniors or Seniors).,"Covers the primary problem solving strategies, methods and tools needed for data-intensive programs using large collections of computers typically called ""warehouse scale"" or ""data-center scale"" computers. The course examines methods and algorithms for processing data-intensive applications, methods for deploying and managing large collections of computers in an on-demand infrastructure and issues of large-scale computer system design. Recommended prerequisite: CSCI 4273/5273. Same as CSCI 5253. Requisites: Requires prerequisite course of CSCI 3753 (minimum grade C). Restricted to students with 57-180 credits (Juniors or Seniors)."
165,CSCI,2270,(4),) Computer Science 2: Data Structures,Requisites: Requires prerequisite courses of CSCI 1300 or CSCI 1310 or CSCI 1320 or ECEN 1030 or ECEN 1310 and APPM 1345 or APPM 1350 or MATH 1300 or MATH 1310 (all minimum grade C-).,"Studies data abstractions (e.g., stacks, queues, lists, trees) and their representation techniques (e.g., linking, arrays). Introduces concepts used in algorithm design and analysis including criteria for selecting data structures to fit their applications. Requisites: Requires prerequisite courses of CSCI 1300 or CSCI 1310 or CSCI 1320 or ECEN 1030 or ECEN 1310 and APPM 1345 or APPM 1350 or MATH 1300 or MATH 1310 (all minimum grade C-)."
166,CSCI,2400,(4),) Computer Systems,Requisites: Requires prerequisite course of CSCI 2270 and a prereq or coreq course of CSCI 2824 or MATH 2001 or ECEN 2703 or APPM 3170 (minimum grade C-).,"Covers how programs are represented and executed by modern computers, including low-level machine representations of programs and data, an understanding of how computer components and the memory hierarchy influence performance. Requisites: Requires prerequisite course of CSCI 2270 and a prereq or coreq course of CSCI 2824 or MATH 2001 or ECEN 2703 or APPM 3170 (minimum grade C-)."
167,CSCI,5273,(3),) Network Systems,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Focuses on design and implementation of network programs and systems, including topics in network protocols, file transfer, client-server computing, remote procedure call, and other contemporary network system design and programming techniques. Familiarity with C and Unix is required. Same as CSCI 4273 and ECEN 5273. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
168,CSCI,5302,(3),) Advanced Robotics,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Exposes students to current research topics in the field of robotics and provides hands-on experience in solving a grand challenge program.  Recommended prereq., CSCI 3302 or instructor consent required. Same as CSCI 4302. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
169,CSCI,5314,(3),) Algorithms for Molecular Biology,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Surveys molecular biology and combinatorial algorithms used to understand DNA, RNA, and proteins. Students work in groups to define and tackle meaningful biological problems and learn to collaborate effectively with scientists in other disciplines. Same as CSCI 4314 and MCDB 5314. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
170,CSCI,5809,(3),) Computer Animation,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Develops a firm understanding of the general principles of computer animation. Lectures cover the creation of models, materials, textures, surfaces, and lighting. Path and key frame animation, particle dynamics, and rendering are introduced. Students are assigned a number of animation tutorials to carry out. Same as CSCI 4809 and ATLS 4809/5809. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
175,CSCI,4273,(3),) Network Systems,Requisites: Requires prerequisite course of CSCI 3753 (minimum grade C-).,"Focuses on design and implementation of network programs and systems, including topics in network protocols, file transfer, client-server computing, remote procedure call, and other contemporary network system design and programming techniques. Familiarity with C and Unix is required. Same as CSCI 5273 and ECEN 5273. Requisites: Requires prerequisite course of CSCI 3753 (minimum grade C-)."
176,CSCI,4302,(3),) Advanced Robotics,Requisites: Requires prerequisite course of CSCI 3302 (minimum grade C-).,Exposes students to current research topics in the field of robotics and provides hands-on experience in solving a grand challenge program. Same as CSCI 5302. Requisites: Requires prerequisite course of CSCI 3302 (minimum grade C-).
177,CSCI,2820,(3),) Linear Algebra with Computer Science Applications,Requisites: Requires prerequisite courses of CSCI 2270 and APPM 1360 or MATH 2300 (all minimum grade C-).,"Introduces the fundamentals of linear algebra in the context of computer science applications.  Includes vector spaces, matrices, linear systems, and eigenvalues.  Includes the basics of floating point computation and numerical linear algebra. Requisites: Requires prerequisite courses of CSCI 2270 and APPM 1360 or MATH 2300 (all minimum grade C-)."
178,CSCI,2824,(3),) Discrete Structures,Requisites: Requires prerequisite or corequisite course of CSCI 2270 and a prerequisite course of MATH 1300 or MATH 1310 or APPM 1350 or APPM 1345 (minimum grade C-).,"Covers foundational materials for computer science that is often assumed in advanced courses. Topics include set theory, Boolean algebra, functions and relations, graphs, propositional and predicate calculus, proofs, mathematical induction, recurrence relations, combinatorics, discrete probability. Focuses on examples based on diverse applications of computer science. Requisites: Requires prerequisite or corequisite course of CSCI 2270 and a prerequisite course of MATH 1300 or MATH 1310 or APPM 1350 or APPM 1345 (minimum grade C-)."
179,CSCI,5340,(3),) Startup Essentials: Entrepreneurial Projects in Computing,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Provides students with the tools to be successful technical co-founders of their own startups. We will explore the initial stages of founding a startup, including team formation, idea validation, pivoting and pitching, while employing an iterative methodology. Student teams will develop a minimum viable product, pitch their final startup concept, and be evaluated on product/market fit. CS coding concepts relevant for startups, including potentially cloud programming, mobile programming and agile software engineering, will be taught. Does not satisfy breadth requirement. Similiar to CSCI 4348. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
180,CSCI,5352,(3),) Network Analysis and Modeling,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Examines modern techniques for analyzing and modeling the structure and dynamics of complex networks. Focuses on statistical algorithms and methods, and emphasizes model interpretability and understanding the processes that generate real data. Applications are drawn from computational biology and computational social science. No biological or social science training is required.  Recommended prereqs., CSCI 3104 and APPM 3570. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
181,CSCI,5822,(3),) Probabilistic Models of Human and Machine Learning,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Introduces a set of modeling techniques that have become a mainstay of modern artificial intelligence, cognitive science and machine learning research. These models provide essential tools for interpreting the statistical structure of large data sets and for explaining how intelligent agents analyze the vast amount of experience that accumulates through interactions with an unfamiliar environment. Recommended prerequisite: undergraduate course in probability and statistics. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
182,CSCI,5828,(3),) Foundations of Software Engineering,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Provides an introduction to software engineering concepts and techniques. Topics include the history of software engineering, fundamental software engineering principles and theory, software life cycles, software testing, and the design and implementation of concurrent and large-scale software systems. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
183,CSCI,7135,(3),) Topics in Programming Languages,Requisites: Restricted to graduate students only.,"Topics selected by instructor. Possible topics are syntax, semantics, metacompilers, compiler design, and translator writing systems. Department consent required. Requisites: Restricted to graduate students only."
184,CSCI,7143,(3),) Topics in Computer Systems,Requisites: Restricted to graduate students only.,"Topics selected by instructor. Possible topics are online systems, multiprocessing, microprogramming, architecture, data communications, and computing networks. May be repeated up to 6 total credit hours. Department consent required. Requisites: Restricted to graduate students only."
185,CSCI,4308,(4),) Software Engineering Project 1,"Requisites: Requires prerequisite courses of CSCI 3155 and CSCI 3308 (all minimum grade C-). Restricted to students with 87-180 credits (Senior, Fifth Year Senior) Computer Science (CSEN) majors or Computer Science Concurrent Degree majors only.","Advanced practicum in which students design, implement, document and test software systems for use in industry, non-profits, government and research institutions. Also offers extensive experience in oral and written communication throughout the development process.  Department enforced restriction, successful completion of a minimum of 36 credit hours of Computer Science coursework and approved WRTG are required to enroll. Recommended prereq., CSCI 4448. Requisites: Requires prerequisite courses of CSCI 3155 and CSCI 3308 (all minimum grade C-). Restricted to students with 87-180 credits (Senior, Fifth Year Senior) Computer Science (CSEN) majors or Computer Science Concurrent Degree majors only."
186,CSCI,4314,(3),) Algorithms for Molecular Biology,Requisites: Requires a prerequisite course of CSCI 3104 (minimum grade C-).,"Surveys molecular biology and combinatorial algorithms used to understand DNA, RNA, and proteins. Students work in groups to define and tackle meaningful biological problems and learn to collaborate effectively with scientists in other disciplines. Recommended prereq., comfort with mathematics and/or programming experience, and more advanced understanding (upper undergraduate level) of any relevant discipline. Same as CSCI 5314, MCDB 4314 and MCDB 5314. Requisites: Requires a prerequisite course of CSCI 3104 (minimum grade C-)."
187,CSCI,2830,(1-3),) Special Topics in Computer Science,,
188,CSCI,2900,(1-3),") Lower Division, Undergraduate Level Independent Study",,
189,CSCI,5413,(3),) Computer Security and Ethical Hacking,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Teaches basic exploit design and development through hands-on experimentation and testing. Uses a controlled environment to give students a ""playground"" in which to test penetration skills that are normally not allowed on live networks. Same as CSCI 4413. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
190,CSCI,5417,(3),) Information Retrieval Systems,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Addresses practical issues in the design, implementation and analysis of modern information retrieval systems. The major focus is on Web-based applications including ad hoc retrieval, classification, and clustering. Introduces the use of open source retrieval systems, standard evaluation metrics and gold-standard evaluation collections. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
191,CSCI,5832,(3),) Natural Language Processing,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,Explores the field of natural language processing as it is concerned with the theoretical and practical issues that arise in getting computers to perform useful and interesting tasks with natural language. Covers the problems of understanding complex language phenomena and building practical programs. Same as LING 5832. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.
192,CSCI,5839,(3),) User-Centered Design and Development 1,Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only.,"Develops the skills and practices necessary to apply user-centered approaches to software requirements analysis, and the design and evaluation of computer applications. Requisites: Restricted to Computer Science (CSEN) graduate students or Computer Science Concurrent Degree majors only."
193,CSCI,7154,(3),) Topics in Theory of Computation,Requisites: Requires prerequisite course of CSCI 5454 (minimum grade B). Restricted to graduate students only.,Selected topics of current interest in theory of computation. Requisites: Requires prerequisite course of CSCI 5454 (minimum grade B). Restricted to graduate students only.
194,CSCI,7176,(3),) Topics in Numerical Computation,Requisites: Restricted to graduate students only.,"Topics selected by instructor. Possible topics are numerical linear algebra, solution of differential equations, nonlinear algebra and optimization, data fitting, linear and nonlinear programming, and solution of large problems. Department consent required. Requisites: Restricted to graduate students only."
195,CSCI,4318,(4),) Software Engineering Project 2,Requisites: Requires prerequisite course of CSCI 4308 (minimum grade C-).,Second semester of an advanced practicum in computer science. Students must take CSCI 4308 and 4318 contiguously as the project spans the entire academic year. Requisites: Requires prerequisite course of CSCI 4308 (minimum grade C-).
196,CSCI,4328,(4),) Software Project Management and Mentoring,"Requisites: Requires prerequisite courses of CSCI 3155 and CSCI 3308 (all minimum grade C-). Restricted to students with 87-180 credits (Senior, Fifth Year Senior) Computer Science (CSEN) majors or Computer Science Concurrent Degree majors only.","Review software project management and discuss the latest approaches, methodologies and standards of software development. Learn to develop software quality, documentation, testing, and prototype goals. Study project risk management and cost estimation approaches. Experience mentoring Senior Software Project Team. This course is intended for professional software developers. Department consent required. See Senior Project Director for permission. Requisites: Requires prerequisite courses of CSCI 3155 and CSCI 3308 (all minimum grade C-). Restricted to students with 87-180 credits (Senior, Fifth Year Senior) Computer Science (CSEN) majors or Computer Science Concurrent Degree majors only."
197,CSCI,3002,(3),) HCC Foundations/User-Centered Design and Development 1,"Requisites: Restricted to students with 27-180 credits (Sophomores, Juniors or Seniors) only.","Introduces the practice and research of human-centered computing, including the evolution of human-computer interaction to its forms today and the techniques of user-centered design. The course will survey topics that include social computing; tangible computing; mobility; and more. It will cover computing in society at large with respect to domains such as health, education, assistive technology, emergency response, and environment. Requisites: Restricted to students with 27-180 credits (Sophomores, Juniors or Seniors) only."
